question_age	question_sex	question_study	question_work	future_x	future_y	future_color	future_radius	past_x	past_y	past_color	past_radius	present_x	present_y	present_color	present_radius	summer_x	summer_y	summer_color	summer_width	summer_height	spring_x	spring_y	spring_color	spring_width	spring_height	winter_x	winter_y	winter_color	winter_width	winter_height	autum_x	autum_y	autum_color	autum_width	autum_height	morning_rotation	morning_angle	morning_color	night_rotation	night_angle	night_color	afternoon_rotation	afternoon_angle	afternoon_color	friday_x	friday_y	friday_width	friday_height	friday_color	monday_x	monday_y	monday_width	monday_height	monday_color	thursday_x	thursday_y	thursday_width	thursday_height	thursday_color	sunday_x	sunday_y	sunday_width	sunday_height	sunday_color	wednesday_x	wednesday_y	wednesday_width	wednesday_height	wednesday_color	tuesday_x	tuesday_y	tuesday_width	tuesday_height	tuesday_color	saturday_x	saturday_y	saturday_width	saturday_height	saturday_color	timeline_length	timeline_rotation	timeline_my_birth_pos	timeline_my_childhood_pos	timeline_my_youth_pos	timeline_today_pos	timeline_my_third_age_pos	timeline_year_1900_pos	timeline_year_2100_pos	timeline_wwii_pos	timeline_the_beatles_pos	questions_ending_represents_time	questions_ending_daynight	questions_ending_slider_size	questions_ending_slider_color	questions_ending_slider_position
22	0	1	1	531.493270874	185.506729126	7	85.493270874	243.485340203	325.514659797	5	91.4853402029	385.580924511	258.098014355	3	95.9019856453	597.318019234	349.64303329	1	232.636038467	110.713933419	455.812020659	296.959082514	6	191.624041319	112.211065471	303.462646484	222.29675293	7	174.925292969	111.406494141	167.014536165	140.503216759	4	158.02907233	120.993566482	269.707677131	134.68687284	1	181.394328593	88.1009102977	7	43.0002088234	138.359332845	6	533	232.602996826	50	166.794006348	5	65	247.77022779	50	140.45954442	1	425	180.12518223	50	255.74963554	3	740	203.837890625	50	230.513671875	6	310	270.256118774	50	203.953521729	2	180	156.400878906	50	177.198242188	7	648	200.639160156	50	184.721679688	3	467.610949401	-39.2721646784	-0.0059008112229	0.109048010501	0.216179471246	0.266695227171	0.428357708769	-0.832120032572	0.873905981476	-0.567326535441	-0.33442416576	-10	-10	-10	-10	-10
32	1	1	1	670.109876633	207.890123367	3	77.1162242889	133.75	210.25	7	71.75	392.652880356	211.347119644	5	126.652880356	122.460931948	215.204441071	5	120.140613897	123.721382141	608	216	1	100	100	432.090258121	213.01226306	7	130.180516243	136.036493778	288	218.75	2	100	101.5	206.534677803	126.034718739	1	145.946640421	61.3406347167	7	331.436491947	176.586651468	5	517	294.233645439	50	165.532709122	5	82	310.159637451	50	136.319274902	0	413	306.610046387	50	142.779907227	3	712	339.443045616	50	83.1139087677	0	318	323.984375	50	108.03125	7	196	333.001319765	50	89.9973604703	4	616	308.490176201	50	139.019647598	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
30	1	1	1	642.41222477	152.58777523	7	105.41222477	253.96875	214.96875	0	106.96875	480.971675792	256.028324208	5	114.971675792	516	236	1	100	100	381	241	6	100	100	255	249	4	100	100	148	222	5	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	509	176.553405762	50	134.893188477	7	161	193.475311279	50	155.049377441	0	416	184.0772686	50	147.845462799	4	662	173.6673716	50	166.6652568	6	331	177.708986759	50	156.582026482	2	257	197.1640625	50	157.671875	4	587	178.588699341	50	150.822601318	3	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
28	1	1	1	652.835088874	204.835658576	6	131.164341424	144	286	2	70	372.170471019	239.170471019	1	106.829528981	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
35	0	1	1	662.539287925	137.460712075	7	125.576678872	92.5770995819	408.422900418	3	80.5770995819	368.615074334	274.717232395	6	103.717232395	674.882096794	236.576025832	1	118.235806412	113.152051664	504.820373535	238.223831177	3	112.35925293	111.552337646	317.26856041	238.881874084	2	119.462879181	114.236251831	124.567863123	239.133493065	6	130.367910466	119.547489883	269.146167576	119.916871423	7	143.322216613	125.798621918	3	28.8192510342	120.375804271	6	329	386.476694038	50	206.953388076	6	40	440	50	100	2	252	394.667622851	50	187.335245702	3	471	385.64793396	50	207.04586792	5	178	407.406768799	50	164.813537598	1	106	418.946960449	50	140.893920898	7	401	376.363248825	50	226.72649765	5	200	-31.5513849483	0.183823824039	0.332985107541	0.633171835457	0.730563274171	0.890423097362	-0.967928664297	1	-0.24595470732	0.00169354771395	2	3	3	3	3
20	1	1	1	686.1796875	268.8203125	5	43.1796875	104.51373291	280.51373291	4	42.4862670898	398	262	7	70	110.069479227	258.388661563	1	140.138958454	91.0080658197	606.311038286	259.947471789	6	143.197638096	93.9488064225	442.888315618	259.099494219	7	145.776631236	96.1989884377	275.006774902	257.68145752	2	138.638549805	92.9847412109	187	59	7	24.2748134327	163.268881566	6	245.922908547	138.604470075	5	450	143	50	100	5	73	327	50	100	0	342	187	50	100	1	648	308	50	100	4	248	246	50	100	6	164	285	50	100	2	561	146	50	100	3	526.003802268	0.217853625097	-0.106319416968	0.0227509673005	0.155785712247	0.114299397908	0.840302890673	-0.889851421385	0.901183808403	-0.58572484392	-0.380067211973	-10	-10	-10	-10	-10
36	0	1	1	485	177	7	70	264	175	5	70	374	175	1	70	378	196	7	100	100	303	133	6	100	100	378	66	2	100	100	449	132	3	100	100	24.8470711783	124.152928822	1	270.019197614	119.129724757	4	145.086731398	129.677893086	5	552	209	50	100	3	274	209	50	100	4	482	209	50	100	2	692	209	50	100	1	414	209	50	100	6	341	209	50	100	5	623	210	50	100	7	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
38	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
43	0	1	1	394	291	5	70	307	374	4	70	293	143	7	70	242	281	5	100	100	674	244	1	100	100	584	265	7	100	100	455	137	6	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	531	350	50	100	7	253	198	50	100	0	443	331	50	100	1	528	138	50	100	5	91	60	50	100	3	245	425	50	100	4	751	388	50	100	6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
49	1	1	1	549	175	6	70	104	305	7	70	343.2109375	205.7890625	3	105.7890625	419.421875	359.6015625	1	255.65625	166.203125	91.41796875	133.212768555	3	149.9375	240.886962891	440.6875	131.8125	4	170.625	196.375	259.25	133.5	2	155.5	211.5	46.1991187991	168.113568412	3	342	65	2	209.745113043	134.961176961	6	191	140.048459411	50	160.596918821	7	368	122.202484131	50	164.404968262	6	639	117.21875	50	160.0625	2	444	122.6171875	50	161.859375	5	531	121.046875	50	174.09375	1	285	128.125	50	175.75	6	96	131.5234375	50	184.953125	3	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	1	1	1	504.675888509	216.675888509	0	85.6758885086	304.151040425	215.151040425	5	56.1510404246	390.958049721	213.958049721	1	20.9580497214	264	144	1	100	100	417	278	3	100	100	269	278	7	100	100	416	144	5	100	100	253.088495637	49.2943163926	5	136.002181209	100.371268271	0	311.491711287	166.964690896	6	439	92.2108359039	50	84.4216718078	1	130	109.033996344	50	124.067992687	0	366	99	50	100	6	273	239.378398292	50	86.7567965835	5	288	99	50	100	7	213	105.285255432	50	112.570510864	2	371	240.313519552	50	88.6270391039	5	200	-2.14778541399	0.05	-0.64	0.46	0.1	-1	-0.905734265001	-0.19	-0.717088568413	-0.55	0	3	7	5	2
19	1	1	1	656	125	7	70	145.783625387	313.216374613	2	68.7836253868	398.911545038	225.132137537	6	119.132137537	201.842239334	372.830460705	1	367.684478668	224.510530784	589.142352873	129.373983602	3	377.604041683	218.747967205	201.131302135	128.38714611	7	367.37008718	222.77429222	591.568061024	367.819349557	5	372.620225608	219.638699114	211.76566739	123.361772268	7	94.5458897423	117.442879295	0	334.903883391	119.611400221	3	400	330.352638245	50	185.294723511	6	91	332.449329516	50	185.351738255	0	323	318.441442609	50	209.117114782	1	598	227.965949492	50	385.931898983	3	244	301.495337036	50	241.009325927	5	166	318.349646926	50	211.300706148	2	532	227.714756394	50	389.429512788	7	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
25	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	683.610926708	382.610926708	5	80.6109267084	101.769606486	147.230393514	1	46.769606486	380.395168178	208.768629852	6	143.395168178	700.652940529	264.999040389	5	109.305881057	86.0019192221	531.664336429	123.738975207	3	457.328672858	80.5220495856	83.53125	240.358637333	7	99.0625	356.717274666	388.5390625	343.752929688	2	365.078125	227.505859375	200.633349182	122.685477881	1	83	132.497099972	0	-68.5995969203	221.870634396	6	312	182.934101105	50	350.131797791	3	747	313.17578125	50	69.6484375	0	379	221.563454938	50	274.873090125	1	161	290.992878041	50	121.985756082	6	515	255.790532053	50	170.418935895	4	668	290.258453369	50	129.483093262	7	236	258.98600769	50	186.027984619	5	608.434055589	46.8647852593	0.192727816419	0.256382372546	0.366730813952	0.421426973091	0.814536595149	-0.791373125297	0.943829856866	-0.51890777188	-0.279341035912	-10	-10	-10	-10	-10
48	1	1	1	134	360	0	70	594	156	3	70	363	272	0	70	79	247	5	100	100	534	242	6	100	100	371	241	0	100	100	220	239	4	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23	0	1	1	563.383878691	99.5515470571	7	64.3838786909	243.905945801	198.905945801	5	30.0940541991	413.10955116	136.89044884	6	46.1095511597	465	79	5	100	100	370	82	1	100	100	173	85	7	100	100	277	85	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
31	1	1	1	561.670516968	147.670516968	3	118.670516968	254	192	7	70	391.499999699	168.500000301	6	91.4999996989	548.346575469	238.198486653	6	154.306765381	401.478026695	379.750806271	260.209549463	3	146.498387458	409.580901073	217.000000755	251.173303951	7	125.99999849	387.653392097	708.170780182	270.650115967	1	132.341560364	351.300231934	50	138.851725502	1	167.061943683	138.336783881	6	305	128.401895607	7	576	169.207271874	50	321.585456252	3	173	273	50	100	0	390	274	50	100	2	86	166.159240723	50	309.681518555	6	306	271	50	100	4	244	271	50	100	4	488	218.363922119	50	207.272155762	3	446.555707611	326.879312781	-0.406741294372	-0.216530632433	0.21030641468	0.227170520184	0.828523090198	-1.0	0.868353067498	-1.0	-0.562098707714	-10	-10	-10	-10	-10
21	0	1	1	618.151873325	232.178666381	6	155.151873325	130.9823597	267.0176403	2	51.9823596996	329.490468988	266.509531012	7	100.041574487	420.276574557	340.746616304	1	224.553149114	77.4932326074	420.38746608	255.675851691	6	222.77493216	76.8350832525	420.803179581	168.762143697	7	221.606359163	81.5242873946	420.483133175	79.5078125006	2	220.966266349	83.0156250011	5.57043219148	83.5652953435	5	204.823208253	160.880963099	7	89.361549662	115.920092872	6	474	126	50	100	7	154	218.624766105	50	283.24953221	0	395	148.937987018	50	145.875974037	0	76	146.415838993	50	138.831677987	6	315	172.532377178	50	191.064754356	0	234	195.745833872	50	237.491667744	0	556	127	50	100	7	504.015872766	359.545281138	0.000475505598887	0.0480064501842	0.23420083969	0.235173846012	0.727500772277	-0.865221830187	0.916607430567	-0.400816395321	-0.151107197957	-10	-10	-10	-10	-10
26	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
31	1	1	1	378.425410988	363.007273713	5	125.425410988	375.514834894	56.1614518373	7	45.5148348939	376.677353139	190.677353139	0	104.677353139	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
59	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
38	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
19	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23	0	1	1	654	227	6	70	138	229	5	70	395	227	0	70	401	137	5	100	100	213	273	6	100	100	401	418	4	100	100	557	273	2	100	100	331.395798556	96.7904522632	0	67.7567599654	80.0952178909	7	147.474050962	183.608349402	5	697	212.702653922	50	64.5946921565	6	76	128.360412598	50	241.279174805	5	545	198	50	100	1	251	389.063232422	50	193.873535156	6	387	199	50	100	1	242	201	50	100	1	487	438	50	100	2	560	2.84217094304e-14	-0.160714285714	-0.0785714285714	0.128571428571	-0.00714285714286	0.535714285714	-0.860714285714	0.653571428571	-0.653571428571	-0.407142857143	-10	-10	-10	-10	-10
26	1	1	1	523.150660758	194.849339242	6	62.1506607579	164.812607432	312.812607432	6	61.1873925684	252	135	7	70	139.655605746	256.497195283	3	226.98259821	412.346624453	268.508055348	194.377801142	6	493.357396401	325.650807066	608.244401945	117.689624846	7	362.48880389	131.379249692	638.160811126	389.27746582	2	270.321622252	91.4450683594	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
47	0	1	1	625	305	0	70	131	307	0	70	382	311	0	70	119	112	0	100	100	568	118	0	100	100	412	120	0	100	100	261	118	0	100	100	36.8155873723	113.695780066	6	256.55447445	140.238925363	7	150	104.994749384	1	514	178	50	100	4	128	180	50	100	0	431	179	50	100	0	679	178	50	100	6	326	180	50	100	0	238	181	50	100	0	597	179	50	100	6	200	86.5317707411	-0.197414807788	-0.38	-0.630111553679	-0.73965201436	-1	0.89	-0.909322343754	0.494417804565	-0.0979820193404	2	4	5	5	5
20	1	1	1	534.878600378	272.359375696	7	24.2594001101	445.386962891	278.523071289	2	70	663.426229411	272.850301677	1	110.357259685	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23	1	1	1	588.528320312	272.340820312	5	158.340820312	217.001235008	257.001235008	7	207.001235008	410.241519384	262.36252225	4	33.2415193843	188.616694294	198.061446526	5	177.233388587	336.122893051	403.566744084	291.875153092	6	233.880916128	235.750306184	396.291143605	478.590219719	7	772.570914906	17.1804394387	523.225049701	415.825627914	2	52.5312431964	57.7771249065	251.825592206	10.9410883219	1	269.860216819	264.408219642	7	176.451225705	66.0013884766	5	502	195.000628794	50	367.524695087	5	120	146.813532996	50	125.627065993	1	450	187.715286255	50	168.19442749	3	67	295.318481445	50	388.636962891	0	328	331.006063996	50	99.1371890269	2	278	231	50	100	6	749	279.00208725	50	54.0041745007	4	510.309709882	350.980677569	-0.176654003431	0.134347689767	0.197161464733	1.0	-0.19497074755	-1	-1	-0.945809781273	-1	0	4	4	6	4
23	1	1	1	491.834716797	365.520751953	3	124.834716797	213	100	4	70	317.435211182	231.435211182	7	113.435211182	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
43	0	1	1	575.876193522	326.876193522	2	104.876193522	272.837782681	92.837782681	1	42.162217319	399	187	3	70	274	293	1	100	100	393	292	2	100	100	390	179	7	100	100	269	177	2	100	100	271	110.735819678	7	149.362344798	122.435115144	0	22.0016140413	127.539380992	6	384	170	50	100	0	149	174	50	100	0	326	171	50	100	0	85	175	50	100	2	268	172	50	100	0	209	173	50	100	0	441	168	50	100	2	692.987734379	-45.46771026	0.590215735907	-0.202473199801	0.0911431014838	0.0916421870737	0.66953026253	-1	1.0	-0.547653677999	-0.357112562906	-10	-10	-10	-10	-10
24	0	1	1	633.524718329	165.475281671	4	149.479308173	224.602294922	244.843017578	1	74.1569824219	385.313152293	201.686847707	7	114.313152293	386.824116336	129.043327221	5	158.351767329	36.0866544423	189.487562099	373.142144138	6	224.975124197	228.284288275	369.007247925	302.998031616	7	204.01449585	210.003936768	154.553222656	167.531982422	2	160.893554688	129.063964844	135.615996769	83.3160122972	3	20.6772534811	115.322746519	7	218	163.066407562	6	520	322.884456217	50	303.768912435	6	124	71.58203125	50	119.1640625	0	430	151.082278684	50	280.164557368	3	35	211.401169305	50	398.802338611	2	323	177.923132658	50	217.846265316	7	191	337.32264328	50	184.64528656	1	683	261.705622673	50	456.588754654	5	598.347724989	-43.7811247649	-0.0791826447142	-0.000122141243646	0.119760080856	0.158768325226	0.509100050277	-1	1	-0.622001873099	-0.269777239564	-10	-10	-10	-10	-10
22	1	1	1	392.345195387	267.654804613	1	80.3451953866	121.105102539	279.894897461	5	41.1051025391	237	276	6	70	572	172	7	100	100	466	171	6	100	100	360	171	5	100	100	255	171	2	100	100	177	40.1632054757	1	216.677421932	118.240059327	5	334.773157057	202.892672966	6	354	155.38671875	50	119.2265625	6	89	202.599731445	50	32.8005371094	0	283	167	50	100	1	497	192.150390625	50	39.69921875	4	218	177.256988525	50	81.4860229492	3	150	187.108520508	50	61.7829589844	2	424	140.443695068	50	149.112609863	5	200	0	-0.23	0	0.35	0.49	0.72	-1	0.93	-0.81	-0.46	-10	-10	-10	-10	-10
26	1	1	1	517	105	1	70	356	413	5	70	413	259	6	70	290	86	1	100	100	296	430	6	100	100	299	306	3	100	100	295	199	2	100	100	114.162038207	31.8379617926	1	72	256.484920827	5	325.984959277	123.015040723	6	444	149.974761046	50	169.949522093	6	75	108	50	100	0	357	110.625	50	130.75	7	654	93	50	100	1	272	90	50	100	3	167	106	50	100	4	540	128.65625	50	174.6875	5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
39	0	1	1	679.352948785	252.647051215	7	97.3529487848	150.800048828	251.800048828	6	92.8000488281	422.076969624	242.923030376	1	98.9230303764	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
45	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	1	1	1	388.855220446	253.855220446	5	96.1447795541	388.916889191	254.354389191	7	104.645610809	389.161695549	255.161695549	0	106.838304451	495	174	3	100	100	391	174	6	100	100	286	174	7	100	100	181	175	5	100	100	220.856820593	139.217537325	1	107.464387268	113.186616514	0	0	107.807039055	6	478	327.01149276	50	73.9770144795	0	267	329.387711406	50	73.2245771885	0	425	303.615133673	50	119.230267346	0	215	347.5	50	35	0	372	275.845901958	50	176.308196085	0	319	306.250486135	50	119.499027729	0	531	345.444877681	50	35.1102446374	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
30	0	1	1	522.454101562	195.545898438	7	76.5458984375	171.437469482	180.437469482	4	119.437469482	369.6640625	184.3359375	6	88.6640625	430.317749023	270.169677734	6	148.635498047	164.339355469	432.258012475	114.249811668	3	148.516024949	146.499623336	283.332487196	114.832414567	7	148.664974391	147.664829135	282.191432148	271.065859735	2	148.382864296	162.13171947	269.931665624	136.068334376	7	187.747344556	81.801642191	6	45.8101204766	141.575241041	5	404	104	50	100	1	136	104	50	100	6	335	103	50	100	2	531	106	50	100	7	266	104	50	100	0	202	104	50	100	7	466	104	50	100	4	524.00381678	0.218685119423	-0.229030013374	-0.160311459745	0.0382266545566	0.0724896427494	0.400779233101	-0.843720680454	1	-0.545716038781	-0.339739805278	1	1	3	3	5
26	0	1	1	664	185	1	70	114	178	7	70	402	179	6	70	718	83	1	100	100	510	80	6	100	100	77	79	7	100	100	273	83	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
33	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
25	1	1	1	597.571861267	234.571861267	6	113.428138733	276	241	4	70	415.117224555	238.117224555	7	68.8827754453	150	234	1	100	100	465	235	5	100	100	360	235	4	100	100	256	235	2	100	100	106.630338425	181.369661575	0	-1.31957068118	178.41743097	7	228.176626988	181.857488675	3	321	388.525665537	50	176.948668927	3	46	427	50	100	0	254	412.063692093	50	125.872615814	1	461	410.206120253	50	129.587759495	2	183	423.904296875	50	106.19140625	6	116	429	50	100	4	390	363.170047226	50	227.659905548	5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
